age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,sport_frequency,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,art_digital_traditional,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,acad_reading_habit,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,analy_patience_level,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_sleep_quality,category,hobby
13,Yes,indoor,Carrom,High,Team,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Meditation,Low,Average,Sports,Carrom
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,Yes,Swimming,Low,Good,Academics,Math Olympiad
12,Yes,both,Badminton,Medium,Individual,High,5+ days,Yes,Music,Low,No,Medium,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,High,Good,Sports,Badminton
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,No,Group,No,No,Yes,Logical Games,High,Yes,With others,No,High,None,High,No,Other,Medium,Poor,Analytical,Robotics
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,None,Medium,No,Yoga,Low,Poor,Academics,Science Club
9,No,None,None,None,None,None,None,Yes,Music,High,Yes,High,Free,Digital,Yes,Language,No,No,Individual,No,No,No,None,None,None,None,None,None,Other,Medium,Yes,Gymnastics,High,Good,Arts,Music
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Low,No,Other,Medium,Poor,Academics,Creative Writing
15,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,Average,Arts,Drawing
16,Yes,outdoor,Basketball,Low,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Medium,Poor,Sports,Basketball
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Group,No,Yes,No,None,None,None,None,None,None,Asthma,Low,No,Gymnastics,High,Average,Academics,Math Olympiad
15,No,None,None,None,None,None,None,Yes,Other,Medium,No,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,High,Poor,Arts,Drawing
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Other,Medium,Average,Health,Yoga
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Other,Medium,No,Other,High,Good,Academics,Math Olympiad
13,Yes,indoor,Badminton,High,Team,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Yoga,Medium,Average,Sports,Badminton
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,Medium,None,High,Yes,Running,High,Poor,Analytical,Coding
13,No,None,None,None,None,None,None,Yes,Other,Medium,Yes,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Other,Medium,Poor,Arts,Drawing
8,Yes,both,Other,Medium,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Running,High,Good,Sports,Cricket
14,No,None,None,None,None,None,None,Yes,Dance,High,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Yoga,Low,Average,Arts,Dance
7,No,None,None,None,None,None,None,Yes,Other,High,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Gymnastics,Medium,Average,Arts,Drawing
7,No,None,None,None,None,None,None,Yes,Dance,Low,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Meditation,Medium,Good,Arts,Dance
12,Yes,outdoor,Swimming,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Swimming,High,Poor,Sports,Swimming
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Individual,Yes,No,No,None,None,None,None,None,None,None,Low,No,Yoga,Medium,Average,Academics,Math Olympiad
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Gymnastics,Medium,Good,Health,Gymnastics
17,Yes,outdoor,Athletics,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Yoga,Low,Average,Sports,Athletics
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Other,High,Good,Health,Yoga
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,No,No,None,None,None,None,None,None,None,Medium,Yes,Other,High,Poor,Academics,Math Olympiad
12,No,None,None,None,None,None,None,Yes,Other,Low,Yes,Low,Free,Traditional,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Meditation,Low,Good,Academics,Creative Writing
5,Yes,outdoor,Basketball,High,Team,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,Yes,Running,High,Average,Sports,Basketball
6,No,None,None,None,None,None,None,Yes,Other,Medium,No,Medium,Free,Both,Yes,Math,Yes,No,Group,Yes,Yes,Yes,Logical Games,Medium,No,Alone,No,Low,Joint Pain,Low,No,Yoga,Low,Good,Arts,Drawing
6,No,None,None,None,None,None,None,Yes,Music,Medium,Yes,Medium,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,High,Good,Arts,Music
11,No,None,None,None,None,None,None,Yes,Drawing,Low,No,Low,Free,Traditional,Yes,Language,No,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,High,Average,Academics,Creative Writing
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,None,High,Yes,Running,High,Poor,Academics,Math Olympiad
10,Yes,both,Table Tennis,High,Team,Medium,3-4 days,Yes,Drawing,Low,No,Low,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Yoga,High,Average,Sports,Table Tennis
15,No,None,None,None,None,None,None,Yes,Drawing,Low,No,Low,Free,Traditional,Yes,Math,Yes,Yes,Individual,No,Yes,Yes,Robotics,Low,No,Alone,Yes,Medium,Asthma,Low,Yes,Other,High,Poor,Academics,Math Olympiad
5,Yes,both,Swimming,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Running,Medium,Average,Sports,Swimming
13,Yes,both,Basketball,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,Low,Good,Sports,Basketball
5,Yes,outdoor,Football,High,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Gymnastics,Low,Average,Sports,Football
11,No,None,None,None,None,None,None,Yes,Dance,Low,Yes,Medium,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,High,Average,Health,Running
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,No,None,None,None,None,None,None,None,High,Yes,Meditation,Low,Poor,Academics,Creative Writing
5,Yes,both,Other,Medium,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Yoga,Medium,Average,Sports,Cricket
7,Yes,outdoor,Athletics,Low,Team,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,Yes,Low,None,Medium,No,Other,Medium,Average,Analytical,Robotics
16,No,None,None,None,None,None,None,Yes,Drawing,Low,No,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Running,Low,Good,Arts,Drawing
17,Yes,indoor,Swimming,Medium,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,No,Alone,No,Low,None,High,No,Yoga,Medium,Poor,Sports,Swimming
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Gymnastics,Medium,Poor,Health,Gymnastics
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,Yes,Group,No,Yes,Yes,Puzzles,High,No,With others,No,High,None,Low,Yes,Other,High,Average,Analytical,Chess
11,No,None,None,None,None,None,None,Yes,Music,High,Yes,Low,Free,Digital,Yes,Science,No,No,Individual,No,No,No,None,None,None,None,None,None,None,Low,No,Swimming,Low,Good,Arts,Music
8,No,None,None,None,None,None,None,Yes,Other,Medium,No,Low,Free,Traditional,Yes,Language,Yes,Yes,Group,Yes,Yes,Yes,Robotics,Low,No,Alone,No,High,Other,Low,Yes,Other,Medium,Good,Academics,Creative Writing
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,Alone,No,Medium,None,High,No,Gymnastics,High,Good,Analytical,Chess
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Swimming,High,Good,Health,Swimming
12,Yes,outdoor,Swimming,High,Individual,High,3-4 days,Yes,Music,Low,No,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Medium,Average,Sports,Swimming
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Yoga,Medium,Poor,Health,Yoga
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,No,No,None,None,None,None,None,None,Other,High,Yes,Running,Low,Good,Academics,Creative Writing
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Yoga,High,Average,Health,Yoga
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,Yes,Robotics,Medium,No,With others,No,Low,Joint Pain,Medium,No,Swimming,Low,Average,Academics,Creative Writing
15,No,None,None,None,None,None,None,Yes,Drawing,Low,No,Low,Structured,Traditional,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,With others,No,Low,None,High,No,Meditation,High,Poor,Analytical,Robotics
15,Yes,outdoor,Cricket,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Low,No,With others,Yes,Low,None,Low,No,Swimming,High,Good,Sports,Cricket
12,Yes,outdoor,Football,Medium,Team,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,Low,Good,Sports,Football
11,Yes,indoor,Table Tennis,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,Low,Good,Sports,Table Tennis
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,No,Yes,Group,Yes,No,No,None,None,None,None,None,None,Other,Low,No,Meditation,Medium,Poor,Academics,Math Olympiad
16,Yes,both,Other,High,Individual,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Low,Yes,Yoga,Low,Average,Sports,Cricket
15,No,None,None,None,None,None,None,Yes,Dance,High,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Swimming,Low,Good,Arts,Dance
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,No,Swimming,High,Average,Academics,Math Olympiad
14,No,None,None,None,None,None,None,Yes,Music,Medium,Yes,Medium,Free,Traditional,No,None,None,None,None,None,None,Yes,Robotics,High,No,With others,Yes,Medium,None,Medium,No,Other,Medium,Good,Arts,Music
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,Medium,Good,Health,Gymnastics
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,No,Individual,No,No,Yes,Puzzles,High,No,With others,No,High,Other,Low,No,Running,High,Poor,Analytical,Chess
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,Medium,Asthma,Medium,Yes,Other,Medium,Good,Analytical,Chess
6,Yes,outdoor,Football,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Meditation,High,Poor,Sports,Football
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,No,No,None,None,None,None,None,None,Asthma,Low,No,Swimming,Medium,Good,Academics,Creative Writing
14,Yes,both,Other,Medium,Individual,Low,1-2 days,Yes,Dance,Medium,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,Low,Poor,Arts,Dance
17,Yes,both,Table Tennis,Medium,Individual,Medium,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Swimming,High,Good,Sports,Table Tennis
8,No,None,None,None,None,None,None,Yes,Other,Low,Yes,Medium,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,No,Yoga,Low,Good,Arts,Drawing
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,With others,No,High,Other,Medium,No,Meditation,High,Average,Analytical,Coding
6,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Both,No,None,None,None,None,None,None,Yes,Puzzles,Low,Yes,With others,No,Low,Other,Low,No,Yoga,High,Poor,Arts,Drawing
12,No,None,None,None,None,None,None,Yes,Drawing,High,No,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,High,Average,Arts,Drawing
11,No,None,None,None,None,None,None,Yes,Drawing,High,No,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,Low,Good,Arts,Drawing
9,Yes,both,Swimming,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Running,Medium,Average,Sports,Swimming
17,Yes,indoor,Badminton,High,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Running,Medium,Good,Sports,Badminton
17,No,None,None,None,None,None,None,Yes,Drawing,Medium,No,Low,Free,Traditional,Yes,Other,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,High,Yes,Running,High,Good,Academics,Math Olympiad
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Low,No,Running,High,Average,Academics,Math Olympiad
7,Yes,outdoor,Other,Low,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Other,High,Poor,Sports,Cricket
16,Yes,both,Football,High,Team,Low,5+ days,Yes,Music,Medium,No,Medium,Free,Traditional,No,None,None,None,None,None,None,Yes,Coding,Low,Yes,With others,No,Low,None,High,No,Running,High,Poor,Sports,Football
10,Yes,indoor,Carrom,High,Individual,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Meditation,Low,Poor,Sports,Carrom
14,No,None,None,None,None,None,None,Yes,Music,Medium,Yes,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,No,Swimming,Low,Poor,Arts,Music
15,No,None,None,None,None,None,None,Yes,Music,Low,Yes,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Swimming,Low,Good,Arts,Music
5,Yes,both,Other,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Meditation,High,Good,Sports,Cricket
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,Yes,Medium,None,Medium,No,Swimming,Low,Good,Analytical,Robotics
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,Yes,Alone,Yes,High,Other,Low,No,Swimming,Medium,Good,Analytical,Coding
14,No,None,None,None,None,None,None,Yes,Other,High,Yes,Medium,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,Poor,Arts,Drawing
7,No,None,None,None,None,None,None,Yes,Other,High,Yes,Medium,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Yoga,Low,Average,Arts,Drawing
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,Yes,Alone,Yes,High,Asthma,High,No,Swimming,High,Average,Analytical,Coding
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Meditation,High,Average,Health,Meditation
