age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_note,category,hobby
10,Yes,both,Swimming,Low,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,Asthma,High,Yes,Meditation,High,None,Analytical,Coding
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,No,Group,No,No,None,None,None,None,None,None,Low,Yes,Running,Medium,None,Academics,Creative Writing
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,No,With others,No,None,High,Yes,Gymnastics,Medium,None,Health,Gymnastics
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Yoga,Low,None,Health,Yoga
6,No,None,None,None,None,None,Yes,Music,Low,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Medium,None,Arts,Music
7,No,None,None,None,None,None,Yes,Music,High,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Low,None,Arts,Music
14,No,None,None,None,None,None,Yes,Music,High,No,High,Structured,Yes,Language,Yes,No,Group,Yes,No,None,None,None,None,None,None,High,No,Swimming,Low,None,Academics,Creative Writing
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Individual,Yes,No,None,None,None,None,None,Other,High,No,Swimming,High,None,Academics,Math Olympiad
7,Yes,indoor,Badminton,High,Team,Medium,Yes,Dance,Medium,No,High,Free,Yes,Language,Yes,Yes,Group,Yes,Yes,Logical Games,High,Yes,Alone,Yes,Joint Pain,Low,No,Yoga,High,None,Academics,Creative Writing
12,Yes,indoor,Badminton,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Medium,None,Sports,Badminton
17,Yes,both,Swimming,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Gymnastics,Medium,None,Sports,Swimming
10,Yes,indoor,Table Tennis,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,Yes,Meditation,Medium,None,Sports,Table Tennis
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,None,High,Yes,Yoga,Medium,None,Health,Yoga
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,Yes,Coding,High,No,Alone,No,Other,High,Yes,Meditation,Low,None,Academics,Math Olympiad
11,No,None,None,None,None,None,Yes,Drawing,High,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Medium,None,Arts,Drawing
15,Yes,outdoor,Cricket,Low,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Gymnastics,Medium,None,Health,Gymnastics
17,Yes,indoor,Table Tennis,High,Team,High,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,None,High,Yes,Running,Medium,None,Sports,Table Tennis
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,None,Medium,Yes,Yoga,High,None,Academics,Math Olympiad
5,Yes,both,Swimming,Medium,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Swimming,High,None,Sports,Swimming
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Yoga,Medium,None,Academics,Science Club
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,Low,None,Health,Swimming
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,High,Yes,Alone,No,None,Medium,No,Swimming,Low,None,Analytical,Robotics
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,Yes,With others,Yes,Joint Pain,High,Yes,Yoga,High,None,Analytical,Chess
5,Yes,outdoor,Cricket,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,No,With others,No,None,Low,No,Yoga,High,None,Sports,Cricket
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,No,Alone,No,None,Low,No,Running,Medium,None,Analytical,Robotics
16,Yes,both,Swimming,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,Low,None,Sports,Swimming
15,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,No,None,None,None,None,None,Other,Medium,No,Yoga,Low,None,Academics,Creative Writing
6,Yes,both,Swimming,Low,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Swimming,High,None,Sports,Swimming
11,No,None,None,None,None,None,Yes,Dance,High,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Yoga,Low,None,Arts,Dance
17,Yes,indoor,Badminton,Low,Individual,Medium,Yes,Music,Medium,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Swimming,High,None,Arts,Music
8,Yes,indoor,Table Tennis,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Swimming,High,None,Health,Swimming
6,Yes,indoor,Table Tennis,Low,Team,Medium,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,Yes,Coding,Low,No,Alone,Yes,Asthma,Medium,Yes,Yoga,Medium,None,Academics,Science Club
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,No,No,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,High,None,Academics,Math Olympiad
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,Yes,Alone,No,None,High,No,Meditation,High,None,Health,Meditation
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,High,None,Academics,Science Club
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Individual,Yes,No,None,None,None,None,None,Joint Pain,High,No,Swimming,High,None,Academics,Science Club
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,No,Alone,No,None,Low,Yes,Yoga,Low,None,Analytical,Robotics
5,No,None,None,None,None,None,Yes,Music,Low,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Yoga,Medium,None,Arts,Music
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,No,Alone,Yes,None,Medium,No,Gymnastics,Low,None,Analytical,Robotics
16,Yes,outdoor,Football,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,Low,None,Sports,Football
16,Yes,indoor,Table Tennis,Medium,Team,Medium,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,No,None,None,None,None,None,None,Low,Yes,Yoga,Medium,None,Academics,Math Olympiad
16,Yes,indoor,Badminton,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Yoga,Medium,None,Sports,Badminton
10,No,None,None,None,None,None,Yes,Dance,Low,No,High,Free,Yes,Language,Yes,No,Individual,No,No,None,None,None,None,None,None,Low,Yes,Yoga,Medium,None,Arts,Dance
8,No,None,None,None,None,None,Yes,Drawing,Low,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Meditation,Low,None,Arts,Drawing
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,No,Alone,No,None,Medium,No,Meditation,High,None,Health,Meditation
6,No,None,None,None,None,None,Yes,Music,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Running,High,None,Arts,Music
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,No,Alone,No,Other,Medium,Yes,Meditation,High,None,Analytical,Robotics
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,Yes,Yoga,Low,None,Health,Yoga
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Yoga,Low,None,Health,Yoga
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Yoga,Medium,None,Health,Yoga
7,Yes,indoor,Badminton,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Swimming,Medium,None,Sports,Badminton
5,Yes,indoor,Table Tennis,High,Team,Low,Yes,Dance,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Medium,None,Arts,Dance
16,Yes,indoor,Table Tennis,Medium,Individual,High,No,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,No,None,None,None,None,None,Other,Medium,No,Swimming,Medium,None,Academics,Creative Writing
13,Yes,both,Swimming,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,Low,None,Sports,Swimming
5,Yes,outdoor,Cricket,Low,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,Medium,None,Health,Running
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,Yes,Alone,Yes,None,High,Yes,Gymnastics,High,None,Health,Gymnastics
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,Medium,None,Health,Running
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,High,No,Alone,Yes,Other,High,No,Swimming,High,None,Health,Swimming
9,Yes,indoor,Table Tennis,High,Individual,Low,Yes,Drawing,High,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Running,High,None,Arts,Drawing
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Meditation,High,None,Health,Meditation
15,No,None,None,None,None,None,Yes,Dance,High,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Medium,None,Arts,Dance
15,No,None,None,None,None,None,Yes,Music,Medium,No,High,Free,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,None,Medium,Yes,Swimming,Low,None,Academics,Science Club
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Group,Yes,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Academics,Creative Writing
10,Yes,outdoor,Football,Medium,Team,Low,No,None,None,None,None,None,Yes,Language,No,No,Group,No,No,None,None,None,None,None,Other,Medium,No,Yoga,Low,None,Sports,Football
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,High,None,Health,Running
9,Yes,indoor,Table Tennis,Medium,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,No,With others,Yes,None,Low,No,Yoga,Low,None,Sports,Table Tennis
16,Yes,outdoor,Cricket,Medium,Individual,High,Yes,Dance,Low,Yes,High,Structured,No,None,None,None,None,None,Yes,Coding,Low,Yes,With others,No,None,Medium,Yes,Swimming,Medium,None,Arts,Dance
16,Yes,both,Swimming,Medium,Team,Medium,No,None,None,None,None,None,Yes,Math,Yes,No,Individual,Yes,No,None,None,None,None,None,None,Medium,Yes,Swimming,Low,None,Academics,Math Olympiad
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Individual,Yes,No,None,None,None,None,None,None,Low,Yes,Yoga,High,None,Academics,Creative Writing
7,No,None,None,None,None,None,Yes,Music,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Yoga,Medium,None,Arts,Music
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,No,No,None,None,None,None,None,Other,High,No,Yoga,Medium,None,Health,Yoga
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,Yes,Alone,Yes,None,Low,No,Swimming,Medium,None,Analytical,Chess
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,Joint Pain,Medium,Yes,Yoga,Medium,None,Health,Yoga
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Swimming,High,None,Health,Swimming
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,Yes,Yoga,High,None,Health,Yoga
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,Asthma,Low,Yes,Meditation,Medium,None,Academics,Science Club
6,No,None,None,None,None,None,Yes,Music,Low,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Swimming,High,None,Health,Swimming
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Meditation,Low,None,Health,Meditation
17,Yes,both,Swimming,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Running,High,None,Health,Running
6,No,None,None,None,None,None,Yes,Drawing,High,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,Medium,None,Arts,Drawing
12,No,None,None,None,None,None,Yes,Dance,Low,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Swimming,High,None,Arts,Dance
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Individual,No,No,None,None,None,None,None,Asthma,High,No,Swimming,High,None,Health,Swimming
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,Yes,No,None,None,None,None,None,Other,Medium,No,Swimming,High,None,Academics,Science Club
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Meditation,Low,None,Health,Meditation
15,Yes,outdoor,Cricket,High,Individual,Low,No,None,None,None,None,None,Yes,Language,Yes,No,Group,Yes,No,None,None,None,None,None,None,High,Yes,Swimming,Medium,None,Academics,Creative Writing
13,Yes,indoor,Table Tennis,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Running,High,None,Health,Running
8,No,None,None,None,None,None,Yes,Music,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Swimming,Low,None,Arts,Music
5,Yes,indoor,Badminton,High,Team,Low,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,Asthma,High,No,Yoga,High,None,Health,Yoga
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,No,Alone,Yes,None,High,No,Gymnastics,Medium,None,Health,Gymnastics
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Health,Meditation
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,No,With others,No,Other,Low,No,Running,Medium,None,Analytical,Robotics
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,Low,None,Health,Meditation
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,Yes,Yoga,Medium,None,Health,Yoga
5,Yes,indoor,Table Tennis,Medium,Individual,Medium,Yes,Dance,Medium,No,Medium,Structured,No,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,Yes,None,High,Yes,Yoga,Medium,None,Analytical,Robotics
9,No,None,None,None,None,None,Yes,Dance,Low,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Swimming,Medium,None,Arts,Dance
9,Yes,both,Swimming,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,Yes,Swimming,High,None,Sports,Swimming
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,Yes,Alone,No,Joint Pain,Low,Yes,Yoga,High,None,Analytical,Chess
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,Yes,Joint Pain,Low,No,Swimming,Low,None,Analytical,Robotics
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Individual,No,No,None,None,None,None,None,Asthma,Low,Yes,Swimming,High,None,Health,Swimming
9,Yes,indoor,Table Tennis,Medium,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Gymnastics,Low,None,Sports,Table Tennis
9,No,None,None,None,None,None,Yes,Drawing,High,No,High,Structured,Yes,Math,No,No,Individual,No,Yes,Robotics,Low,No,Alone,No,Other,High,Yes,Meditation,Medium,None,Arts,Drawing
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,Yes,Alone,No,None,Medium,Yes,Running,Medium,None,Analytical,Robotics
6,No,None,None,None,None,None,Yes,Music,Medium,Yes,Low,Free,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,None,High,No,Gymnastics,High,None,Arts,Music
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,No,None,Low,Yes,Yoga,High,None,Analytical,Robotics
8,Yes,indoor,Table Tennis,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,Alone,No,None,Low,Yes,Yoga,Low,None,Sports,Table Tennis
