sport_type,sport_activity_level,sport_play_style,favorite_sport,art_type,art_creativity,art_performance,art_learning,acad_subject,acad_problem_solving,acad_curiosity,acad_study_type,analy_interest,analy_logic,analy_challenge,analy_work_style,health_activity_type,health_energy,health_outdoor,health_activity,category,hobby
outdoor,High,Team,Football,Drawing,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,No,Running,Sports,Football
outdoor,Low,Individual,Football,Dance,Low,No,Structured,Language,Yes,Yes,Individual,Coding,Medium,Yes,Alone,Physical,Low,Yes,Gymnastics,Academics,Creative Writing
outdoor,Low,Individual,Table Tennis,Drawing,High,Yes,Structured,Math,No,Yes,Group,Puzzles,Low,No,Alone,Physical,Low,No,Meditation,Arts,Drawing
indoor,Medium,Individual,Badminton,Music,Low,No,Free,Science,No,Yes,Individual,Puzzles,Medium,Yes,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
outdoor,High,Team,Football,Dance,Low,No,Structured,Language,No,No,Individual,Logical Games,Low,No,Alone,Physical,Low,Yes,Gymnastics,Sports,Football
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Science,No,No,Individual,Logical Games,Medium,No,Alone,Physical,Low,No,Meditation,Sports,Badminton
outdoor,Low,Individual,Cricket,Music,High,No,Structured,Science,No,No,Individual,Logical Games,High,Yes,With others,Relaxation,Low,No,Meditation,Analytical,Robotics
indoor,Low,Team,Cricket,Music,Low,No,Free,Science,Yes,Yes,Individual,Coding,High,Yes,With others,Relaxation,Medium,No,Running,Academics,Science Club
outdoor,Low,Individual,Badminton,Music,High,Yes,Structured,Math,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,No,Running,Arts,Music
outdoor,Low,Team,Cricket,Music,Low,No,Free,Language,Yes,Yes,Individual,Coding,High,Yes,Alone,Physical,Low,No,Gymnastics,Analytical,Robotics
outdoor,Low,Individual,Table Tennis,Music,Low,No,Free,Math,Yes,Yes,Group,Coding,High,Yes,Alone,Physical,Medium,No,Running,Analytical,Coding
outdoor,High,Individual,Badminton,Dance,Low,No,Free,Science,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,Yes,Running,Sports,Badminton
indoor,Low,Individual,Football,Music,Low,No,Free,Science,Yes,Yes,Individual,Coding,High,Yes,With others,Physical,Medium,Yes,Gymnastics,Analytical,Robotics
outdoor,High,Individual,Football,Music,Low,No,Free,Language,No,No,Individual,Logical Games,Medium,No,With others,Relaxation,Medium,No,Running,Sports,Football
indoor,Low,Team,Table Tennis,Music,High,Yes,Structured,Science,Yes,No,Group,Coding,Low,No,Alone,Relaxation,High,No,Running,Arts,Music
outdoor,High,Individual,Cricket,Music,Low,No,Free,Language,No,No,Group,Coding,Low,No,With others,Physical,High,No,Gymnastics,Sports,Cricket
outdoor,Low,Team,Chess,Drawing,Low,No,Structured,Language,No,No,Group,Coding,High,Yes,With others,Relaxation,Medium,No,Gymnastics,Analytical,Coding
outdoor,Medium,Team,Chess,Dance,High,Yes,Free,Science,No,No,Group,Logical Games,Low,No,Alone,Physical,Medium,Yes,Running,Arts,Dance
indoor,Medium,Individual,Badminton,Drawing,Medium,No,Structured,Language,No,No,Group,Logical Games,Medium,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Medium,Individual,Badminton,Music,Low,No,Structured,Math,No,Yes,Individual,Coding,High,Yes,Alone,Physical,Low,No,Yoga,Analytical,Coding
outdoor,Low,Individual,Badminton,Drawing,High,No,Free,Math,No,No,Individual,Puzzles,Low,No,Alone,Physical,High,No,Yoga,Arts,Drawing
indoor,High,Team,Table Tennis,Dance,Low,No,Free,Science,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,Yes,Running,Sports,Table Tennis
outdoor,High,Team,Football,Dance,Low,No,Structured,Science,No,No,Individual,Puzzles,High,No,Alone,Physical,Low,Yes,Yoga,Sports,Football
indoor,Low,Individual,Chess,Dance,High,Yes,Structured,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Medium,No,Running,Arts,Dance
outdoor,Low,Individual,Badminton,Drawing,High,No,Structured,Math,Yes,No,Group,Coding,High,Yes,With others,Relaxation,Medium,No,Yoga,Analytical,Robotics
indoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Language,No,No,Group,Coding,Low,No,Alone,Physical,Medium,Yes,Gymnastics,Sports,Table Tennis
indoor,Low,Individual,Badminton,Drawing,Low,No,Free,Math,Yes,No,Individual,Puzzles,Low,Yes,Alone,Physical,Low,No,Gymnastics,Academics,Math Olympiad
indoor,Medium,Team,Badminton,Drawing,Low,No,Structured,Math,Yes,No,Group,Coding,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,High,Team,Cricket,Drawing,Low,No,Free,Math,Yes,No,Individual,Coding,Low,No,With others,Physical,Low,No,Meditation,Sports,Cricket
outdoor,Medium,Team,Football,Music,Low,No,Structured,Science,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Low,Team,Badminton,Music,High,Yes,Structured,Science,No,Yes,Group,Logical Games,Medium,No,Alone,Relaxation,High,No,Gymnastics,Arts,Music
indoor,Medium,Team,Chess,Music,Medium,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Low,Yes,Yoga,Health,Yoga
indoor,Medium,Team,Chess,Music,Medium,No,Free,Science,No,No,Group,Puzzles,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,High,Team,Table Tennis,Drawing,Low,No,Free,Language,No,No,Individual,Puzzles,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Low,Team,Cricket,Dance,High,Yes,Free,Math,No,No,Individual,Logical Games,High,No,Alone,Relaxation,High,Yes,Gymnastics,Arts,Dance
outdoor,Low,Team,Cricket,Drawing,Medium,No,Free,Science,Yes,Yes,Individual,Puzzles,High,Yes,Alone,Physical,Medium,No,Meditation,Analytical,Chess
outdoor,High,Team,Football,Music,Low,No,Structured,Math,No,Yes,Group,Coding,Low,No,Alone,Physical,Medium,No,Yoga,Sports,Football
indoor,Low,Team,Badminton,Dance,High,No,Structured,Science,Yes,Yes,Group,Logical Games,Medium,Yes,Alone,Physical,High,No,Running,Academics,Science Club
outdoor,Low,Individual,Chess,Dance,High,Yes,Free,Math,No,No,Individual,Coding,Low,No,With others,Physical,Medium,No,Running,Arts,Dance
indoor,High,Individual,Cricket,Drawing,Low,No,Free,Language,Yes,No,Individual,Coding,Low,No,Alone,Relaxation,Medium,No,Yoga,Health,Yoga
outdoor,High,Team,Football,Dance,Medium,No,Free,Science,No,No,Group,Coding,Low,No,Alone,Relaxation,Low,No,Gymnastics,Sports,Football
indoor,High,Individual,Football,Drawing,Low,No,Structured,Science,Yes,No,Individual,Puzzles,Low,No,Alone,Physical,Medium,No,Gymnastics,Sports,Swimming
outdoor,High,Team,Cricket,Dance,Low,No,Free,Science,Yes,No,Individual,Puzzles,Low,No,With others,Relaxation,Low,Yes,Running,Sports,Cricket
indoor,Low,Individual,Cricket,Music,Low,No,Structured,Language,Yes,No,Individual,Puzzles,High,Yes,With others,Relaxation,High,No,Meditation,Analytical,Chess
indoor,Medium,Individual,Badminton,Music,Low,No,Free,Math,No,Yes,Group,Puzzles,Low,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Medium,Individual,Cricket,Dance,Low,No,Structured,Math,No,Yes,Group,Coding,Low,No,Alone,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Cricket,Drawing,High,Yes,Free,Science,No,No,Individual,Puzzles,Medium,No,With others,Physical,Low,Yes,Running,Arts,Drawing
outdoor,Low,Team,Chess,Dance,High,No,Free,Language,Yes,No,Group,Puzzles,High,Yes,Alone,Physical,High,No,Running,Analytical,Chess
indoor,Low,Individual,Chess,Music,High,Yes,Free,Language,Yes,Yes,Group,Puzzles,Medium,No,Alone,Physical,Medium,Yes,Running,Arts,Music
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,Yes,Running,Sports,Cricket
indoor,Low,Individual,Table Tennis,Dance,Medium,No,Structured,Language,No,Yes,Group,Coding,High,Yes,Alone,Physical,Low,No,Gymnastics,Analytical,Coding
indoor,Low,Team,Chess,Music,High,No,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Relaxation,High,No,Meditation,Arts,Music
outdoor,High,Team,Football,Dance,Low,No,Free,Math,No,No,Individual,Puzzles,Low,No,With others,Physical,High,No,Gymnastics,Sports,Football
outdoor,Medium,Individual,Football,Drawing,Low,No,Free,Science,No,No,Group,Coding,Medium,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Low,Team,Cricket,Drawing,Low,No,Free,Language,No,Yes,Individual,Logical Games,High,Yes,With others,Physical,Medium,No,Gymnastics,Analytical,Chess
indoor,Low,Individual,Badminton,Drawing,Low,No,Free,Science,Yes,No,Group,Logical Games,High,Yes,With others,Physical,Medium,No,Meditation,Analytical,Robotics
outdoor,Low,Individual,Badminton,Drawing,High,Yes,Free,Language,Yes,No,Individual,Coding,Medium,No,Alone,Relaxation,High,No,Yoga,Arts,Drawing
indoor,Low,Team,Cricket,Dance,High,Yes,Structured,Language,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Medium,Yes,Running,Arts,Dance
outdoor,Medium,Team,Badminton,Music,Medium,No,Structured,Math,No,Yes,Group,Coding,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,High,Individual,Football,Drawing,Low,No,Free,Language,No,No,Individual,Puzzles,Low,No,Alone,Physical,Medium,No,Yoga,Sports,Football
indoor,High,Individual,Table Tennis,Drawing,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,With others,Physical,Medium,Yes,Running,Sports,Table Tennis
indoor,Medium,Team,Cricket,Music,Low,No,Free,Science,No,Yes,Individual,Puzzles,Low,Yes,Alone,Relaxation,High,Yes,Gymnastics,Health,Gymnastics
indoor,High,Team,Table Tennis,Drawing,Low,No,Structured,Science,No,No,Individual,Puzzles,Low,No,Alone,Physical,Medium,No,Running,Sports,Swimming
outdoor,High,Individual,Cricket,Drawing,Low,No,Free,Science,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,High,No,Meditation,Academics,Science Club
outdoor,Low,Team,Badminton,Drawing,High,No,Structured,Math,No,Yes,Group,Coding,High,Yes,With others,Physical,Low,No,Meditation,Analytical,Robotics
indoor,High,Individual,Cricket,Music,Low,No,Free,Language,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Low,No,Yoga,Sports,Swimming
outdoor,High,Team,Badminton,Music,Low,No,Structured,Math,No,No,Individual,Coding,Low,No,With others,Physical,Medium,Yes,Running,Sports,Badminton
indoor,Low,Team,Chess,Music,High,Yes,Structured,Science,No,Yes,Group,Logical Games,Low,No,With others,Relaxation,Medium,No,Meditation,Arts,Music
outdoor,Low,Team,Football,Dance,High,No,Free,Math,Yes,No,Group,Coding,High,Yes,Alone,Physical,Medium,No,Running,Analytical,Robotics
outdoor,Low,Team,Chess,Drawing,Low,No,Structured,Math,No,No,Group,Coding,High,Yes,Alone,Relaxation,Medium,No,Meditation,Analytical,Coding
outdoor,High,Team,Table Tennis,Dance,Low,No,Free,Science,No,No,Individual,Logical Games,Low,No,With others,Relaxation,High,Yes,Gymnastics,Sports,Swimming
outdoor,Low,Individual,Badminton,Music,Low,No,Free,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
outdoor,High,Team,Badminton,Drawing,Low,No,Structured,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
outdoor,High,Team,Football,Music,Medium,No,Free,Language,No,No,Individual,Coding,Low,No,Alone,Relaxation,High,Yes,Gymnastics,Sports,Football
indoor,Low,Individual,Table Tennis,Drawing,High,Yes,Free,Math,No,No,Group,Puzzles,Low,No,With others,Physical,Low,Yes,Gymnastics,Arts,Drawing
outdoor,High,Team,Football,Dance,Low,No,Structured,Science,No,No,Group,Coding,Low,No,With others,Physical,Medium,Yes,Meditation,Sports,Football
outdoor,High,Team,Cricket,Music,Low,No,Free,Language,No,No,Individual,Coding,Low,No,With others,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Table Tennis,Dance,High,Yes,Structured,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,No,Yoga,Arts,Dance
outdoor,Low,Team,Badminton,Dance,Low,No,Free,Science,Yes,No,Individual,Puzzles,Low,Yes,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,High,Individual,Badminton,Dance,Low,No,Structured,Math,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Meditation,Sports,Badminton
outdoor,Medium,Team,Chess,Music,Medium,No,Structured,Science,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,High,Individual,Cricket,Dance,Low,No,Free,Language,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,Yes,Running,Sports,Cricket
outdoor,Low,Individual,Table Tennis,Dance,High,Yes,Structured,Math,No,No,Group,Logical Games,Low,Yes,With others,Relaxation,Low,No,Yoga,Arts,Dance
indoor,Low,Team,Table Tennis,Music,High,Yes,Free,Math,Yes,Yes,Group,Puzzles,Low,No,Alone,Physical,Low,No,Yoga,Arts,Music
outdoor,High,Team,Football,Music,Low,No,Free,Science,No,No,Individual,Coding,Medium,No,Alone,Relaxation,High,No,Running,Sports,Football
indoor,High,Individual,Cricket,Drawing,Low,Yes,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Physical,High,Yes,Meditation,Health,Yoga
outdoor,Low,Team,Table Tennis,Dance,Low,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,Yes,With others,Physical,High,No,Running,Academics,Science Club
indoor,High,Team,Table Tennis,Music,Low,No,Structured,Math,Yes,No,Group,Puzzles,Low,Yes,Alone,Physical,High,No,Running,Sports,Table Tennis
indoor,Medium,Team,Football,Drawing,Low,Yes,Structured,Math,Yes,Yes,Group,Coding,High,Yes,Alone,Physical,Low,No,Gymnastics,Analytical,Coding
indoor,Low,Individual,Table Tennis,Drawing,High,Yes,Free,Science,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,No,Running,Arts,Drawing
outdoor,Low,Team,Table Tennis,Music,High,Yes,Structured,Language,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,High,No,Running,Arts,Music
outdoor,High,Individual,Badminton,Drawing,Low,No,Structured,Language,Yes,No,Group,Puzzles,Low,No,Alone,Physical,Low,Yes,Yoga,Sports,Badminton
outdoor,Medium,Individual,Badminton,Drawing,Low,Yes,Structured,Science,No,Yes,Group,Logical Games,Low,No,With others,Physical,Medium,Yes,Yoga,Health,Yoga
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Language,No,No,Individual,Logical Games,Low,No,With others,Physical,Low,No,Meditation,Sports,Cricket
outdoor,High,Team,Cricket,Dance,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Physical,High,Yes,Running,Sports,Cricket
outdoor,Medium,Individual,Table Tennis,Music,Medium,No,Free,Math,No,No,Individual,Coding,Medium,No,Alone,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,High,Individual,Chess,Music,Low,Yes,Free,Language,No,No,Individual,Puzzles,High,Yes,With others,Physical,Low,No,Running,Analytical,Chess
indoor,Low,Individual,Football,Drawing,High,Yes,Free,Language,No,No,Group,Puzzles,Low,Yes,Alone,Physical,Low,No,Gymnastics,Arts,Drawing
outdoor,High,Team,Cricket,Drawing,Medium,No,Free,Science,No,No,Group,Logical Games,Low,No,With others,Physical,Medium,Yes,Running,Sports,Swimming
outdoor,High,Individual,Badminton,Drawing,High,No,Free,Language,No,No,Individual,Logical Games,High,No,Alone,Relaxation,Medium,Yes,Yoga,Sports,Swimming
indoor,Medium,Individual,Table Tennis,Drawing,High,No,Structured,Language,No,No,Individual,Logical Games,Medium,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Low,Team,Cricket,Dance,High,Yes,Structured,Math,No,No,Group,Puzzles,Low,No,With others,Relaxation,Medium,No,Gymnastics,Arts,Dance
indoor,Low,Individual,Football,Drawing,High,Yes,Free,Math,No,No,Group,Puzzles,Low,No,Alone,Physical,High,No,Meditation,Arts,Drawing
outdoor,High,Individual,Badminton,Drawing,Medium,No,Free,Language,No,Yes,Group,Coding,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,High,Individual,Football,Music,Low,No,Free,Science,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,No,Yoga,Sports,Swimming
indoor,Medium,Team,Badminton,Drawing,Low,No,Structured,Science,Yes,No,Individual,Coding,High,Yes,Alone,Physical,Low,Yes,Gymnastics,Analytical,Coding
outdoor,High,Team,Football,Dance,Low,No,Structured,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,No,Gymnastics,Sports,Football
outdoor,Low,Individual,Table Tennis,Dance,High,Yes,Free,Language,No,No,Individual,Puzzles,Low,Yes,Alone,Physical,Low,No,Yoga,Arts,Dance
indoor,Low,Team,Badminton,Music,High,Yes,Structured,Math,Yes,No,Group,Logical Games,Low,Yes,Alone,Physical,Medium,No,Yoga,Arts,Music
outdoor,High,Individual,Football,Dance,Low,No,Free,Language,No,No,Individual,Coding,Medium,No,Alone,Relaxation,Low,Yes,Running,Sports,Football
outdoor,Low,Team,Table Tennis,Dance,High,No,Free,Language,No,No,Individual,Coding,Low,No,Alone,Relaxation,High,Yes,Running,Arts,Dance
indoor,Low,Individual,Badminton,Drawing,Medium,No,Free,Language,Yes,Yes,Individual,Coding,Medium,No,Alone,Relaxation,High,No,Yoga,Academics,Creative Writing
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Language,No,No,Individual,Coding,High,No,With others,Physical,Medium,No,Running,Sports,Badminton
indoor,High,Team,Chess,Drawing,Low,No,Free,Math,No,No,Group,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
outdoor,High,Individual,Cricket,Drawing,Low,No,Free,Language,No,No,Individual,Puzzles,Low,No,With others,Physical,Low,Yes,Gymnastics,Sports,Cricket
outdoor,High,Team,Football,Drawing,Low,No,Structured,Science,No,No,Group,Logical Games,Low,No,With others,Physical,Low,Yes,Meditation,Sports,Football
indoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Science,No,No,Group,Puzzles,Low,No,Alone,Physical,Low,No,Running,Sports,Swimming
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Science,No,No,Group,Logical Games,Low,No,Alone,Physical,Low,No,Gymnastics,Sports,Table Tennis
outdoor,High,Team,Football,Dance,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Physical,High,Yes,Running,Health,Running
indoor,High,Individual,Badminton,Drawing,Low,No,Free,Language,No,No,Group,Puzzles,Low,No,Alone,Relaxation,Medium,Yes,Running,Sports,Badminton
indoor,Low,Team,Table Tennis,Music,High,Yes,Free,Language,No,No,Individual,Puzzles,Low,Yes,Alone,Physical,Medium,No,Gymnastics,Arts,Music
outdoor,Medium,Individual,Badminton,Dance,High,No,Free,Math,No,Yes,Individual,Coding,High,Yes,With others,Relaxation,Medium,No,Meditation,Analytical,Robotics
outdoor,Low,Individual,Table Tennis,Dance,High,Yes,Structured,Math,Yes,Yes,Individual,Logical Games,Medium,Yes,With others,Relaxation,Low,No,Running,Academics,Math Olympiad
outdoor,Low,Team,Table Tennis,Music,Low,No,Free,Math,Yes,Yes,Individual,Puzzles,High,Yes,Alone,Relaxation,Medium,No,Running,Academics,Math Olympiad
outdoor,High,Team,Football,Dance,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Medium,Yes,Yoga,Sports,Football
indoor,Low,Individual,Cricket,Dance,High,Yes,Structured,Science,No,No,Group,Coding,Low,No,With others,Relaxation,Low,No,Yoga,Arts,Dance
indoor,Low,Team,Cricket,Drawing,High,Yes,Free,Science,No,No,Group,Logical Games,Medium,No,Alone,Relaxation,Low,No,Meditation,Arts,Drawing
indoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,With others,Physical,Low,No,Running,Sports,Table Tennis
indoor,Low,Team,Football,Drawing,Medium,No,Structured,Language,Yes,Yes,Group,Puzzles,High,Yes,With others,Relaxation,Low,No,Yoga,Academics,Creative Writing
outdoor,Low,Individual,Cricket,Music,Low,Yes,Structured,Science,No,No,Individual,Puzzles,Low,No,Alone,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Table Tennis,Dance,Low,No,Free,Science,Yes,No,Group,Coding,High,Yes,With others,Physical,Medium,No,Yoga,Analytical,Robotics
indoor,Low,Team,Football,Dance,Medium,Yes,Structured,Science,Yes,Yes,Group,Puzzles,High,Yes,With others,Physical,High,Yes,Running,Academics,Science Club
indoor,Low,Team,Badminton,Music,Low,No,Structured,Science,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,Low,Yes,Yoga,Analytical,Coding
indoor,Medium,Team,Chess,Dance,Low,No,Structured,Language,No,No,Group,Coding,High,Yes,With others,Physical,Low,No,Gymnastics,Analytical,Robotics
outdoor,Low,Team,Football,Music,High,Yes,Structured,Language,No,No,Group,Coding,Medium,No,Alone,Relaxation,Medium,No,Yoga,Arts,Music
indoor,Low,Individual,Badminton,Drawing,Medium,No,Free,Science,Yes,Yes,Group,Logical Games,Low,No,Alone,Relaxation,Medium,No,Yoga,Academics,Science Club
